country_long,iso2,project,page_id,page_title,pageviews_dp,date
France,FR,fr.wikipedia,2104851,Variole du singe,18600,2022-05-23
France,FR,en.wikipedia,39680623,Monkeypox virus,571,2022-05-23
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,18745,2022-05-23
United Kingdom,GB,ru.wikipedia,2609064,Оспа обезьян,502,2022-05-23
United Kingdom,GB,zh.wikipedia,39366,猴痘,1483,2022-05-23
United Kingdom,GB,pl.wikipedia,1844932,Ospa małpia,1036,2022-05-23
Hong Kong,HK,zh.wikipedia,39366,猴痘,10648,2022-05-23
Hungary,HU,en.wikipedia,39680623,Monkeypox virus,535,2022-05-23
India,IN,en.wikipedia,39680623,Monkeypox virus,4213,2022-05-23
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,5222,2022-05-23
Italy,IT,it.wikipedia,9406969,Monkeypox virus,691,2022-05-23
Japan,JP,en.wikipedia,39680623,Monkeypox virus,458,2022-05-23
Japan,JP,zh.wikipedia,39366,猴痘,1771,2022-05-23
Kenya,KE,en.wikipedia,39680623,Monkeypox virus,491,2022-05-23
Moldova,MD,ru.wikipedia,2609064,Оспа обезьян,663,2022-05-23
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,793,2022-05-23
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1041,2022-05-23
Malaysia,MY,zh.wikipedia,39366,猴痘,2383,2022-05-23
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,1860,2022-05-23
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,666,2022-05-23
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,511,2022-05-23
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,4509,2022-05-23
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1361,2022-05-23
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,902,2022-05-23
Poland,PL,pl.wikipedia,1844932,Ospa małpia,4703,2022-05-23
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,636,2022-05-23
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,809,2022-05-23
Singapore,SG,zh.wikipedia,39366,猴痘,1118,2022-05-23
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,831,2022-05-23
Taiwan,TW,zh.wikipedia,39366,猴痘,35440,2022-05-23
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,538,2022-05-23
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,11690,2022-05-23
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,1139,2022-05-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,19613,2022-05-23
United States of America,US,fr.wikipedia,2104851,Variole du singe,1035,2022-05-23
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,1278,2022-05-23
United States of America,US,zh.wikipedia,39366,猴痘,6183,2022-05-23
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,2744,2022-05-23
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,1326,2022-05-23
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,8836,2022-05-23
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1460,2022-05-23
Morocco,MA,fr.wikipedia,2104851,Variole du singe,1863,2022-05-23
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,505,2022-05-23
Belgium,BE,nl.wikipedia,5650264,Apenpokken,1101,2022-05-23
Belgium,BE,fr.wikipedia,2104851,Variole du singe,4098,2022-05-23
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,1424,2022-05-23
Denmark,DK,da.wikipedia,1092033,Abekopper,3314,2022-05-23
Israel,IL,ru.wikipedia,2609064,Оспа обезьян,589,2022-05-23
Slovenia,SI,sl.wikipedia,518983,Opičje koze,2358,2022-05-23
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,821,2022-05-23
Estonia,EE,ru.wikipedia,2609064,Оспа обезьян,469,2022-05-23
Estonia,EE,et.wikipedia,630052,Ahvirõuged,2118,2022-05-23
Tunisia,TN,fr.wikipedia,2104851,Variole du singe,450,2022-05-23
Latvia,LV,ru.wikipedia,2609064,Оспа обезьян,564,2022-05-23
Cyprus,CY,el.wikipedia,790589,Ευλογιά των πιθήκων,646,2022-05-23
Macau,MO,zh.wikipedia,39366,猴痘,606,2022-05-23
Australia,AU,en.wikipedia,39680623,Monkeypox virus,757,2022-05-24
Australia,AU,zh.wikipedia,39366,猴痘,573,2022-05-24
Canada,CA,zh.wikipedia,39366,猴痘,818,2022-05-24
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1684,2022-05-24
Canada,CA,fr.wikipedia,2104851,Variole du singe,1764,2022-05-24
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,917,2022-05-24
Cyprus,CY,el.wikipedia,790589,Ευλογιά των πιθήκων,529,2022-05-24
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,10734,2022-05-24
Czech Republic,CZ,ru.wikipedia,2609064,Оспа обезьян,912,2022-05-24
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,1627,2022-05-24
Germany,DE,en.wikipedia,39680623,Monkeypox virus,738,2022-05-24
Germany,DE,zh.wikipedia,39366,猴痘,565,2022-05-24
Germany,DE,pl.wikipedia,1844932,Ospa małpia,915,2022-05-24
Spain,ES,es.wikipedia,3219006,Monkeypox virus,759,2022-05-24
Finland,FI,en.wikipedia,39680623,Monkeypox virus,536,2022-05-24
Finland,FI,fi.wikipedia,1183752,Apinarokko,2063,2022-05-24
France,FR,fr.wikipedia,2104851,Variole du singe,11899,2022-05-24
France,FR,en.wikipedia,39680623,Monkeypox virus,496,2022-05-24
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,13006,2022-05-24
United Kingdom,GB,zh.wikipedia,39366,猴痘,660,2022-05-24
United Kingdom,GB,pl.wikipedia,1844932,Ospa małpia,564,2022-05-24
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,4452,2022-05-24
Hong Kong,HK,zh.wikipedia,39366,猴痘,4599,2022-05-24
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,715,2022-05-24
India,IN,en.wikipedia,39680623,Monkeypox virus,2941,2022-05-24
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,5051,2022-05-24
Italy,IT,it.wikipedia,9406969,Monkeypox virus,612,2022-05-24
Japan,JP,zh.wikipedia,39366,猴痘,1117,2022-05-24
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,668,2022-05-24
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1107,2022-05-24
Malaysia,MY,zh.wikipedia,39366,猴痘,1701,2022-05-24
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,1099,2022-05-24
Netherlands,NL,ru.wikipedia,2609064,Оспа обезьян,541,2022-05-24
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,2015,2022-05-24
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1351,2022-05-24
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,840,2022-05-24
Poland,PL,pl.wikipedia,1844932,Ospa małpia,4476,2022-05-24
Singapore,SG,zh.wikipedia,39366,猴痘,884,2022-05-24
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,942,2022-05-24
Taiwan,TW,zh.wikipedia,39366,猴痘,26101,2022-05-24
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,560,2022-05-24
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,5668,2022-05-24
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,527,2022-05-24
United States of America,US,en.wikipedia,39680623,Monkeypox virus,10682,2022-05-24
United States of America,US,fr.wikipedia,2104851,Variole du singe,715,2022-05-24
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,916,2022-05-24
United States of America,US,zh.wikipedia,39366,猴痘,4087,2022-05-24
United States of America,US,it.wikipedia,3197420,Vaiolo delle scimmie,474,2022-05-24
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,1871,2022-05-24
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,1211,2022-05-24
Morocco,MA,fr.wikipedia,2104851,Variole du singe,1263,2022-05-24
Belgium,BE,nl.wikipedia,5650264,Apenpokken,844,2022-05-24
Belgium,BE,fr.wikipedia,2104851,Variole du singe,2486,2022-05-24
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,786,2022-05-24
Denmark,DK,da.wikipedia,1092033,Abekopper,1684,2022-05-24
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,1084,2022-05-24
Moldova,MD,ru.wikipedia,2609064,Оспа обезьян,558,2022-05-24
Slovenia,SI,sl.wikipedia,518983,Opičje koze,2704,2022-05-24
Estonia,EE,et.wikipedia,630052,Ahvirõuged,858,2022-05-24
Canada,CA,zh.wikipedia,39366,猴痘,609,2022-05-25
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1252,2022-05-25
Canada,CA,fr.wikipedia,2104851,Variole du singe,2105,2022-05-25
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,4632,2022-05-25
Germany,DE,ru.wikipedia,2609064,Оспа обезьян,819,2022-05-25
Germany,DE,en.wikipedia,39680623,Monkeypox virus,517,2022-05-25
Germany,DE,pl.wikipedia,1844932,Ospa małpia,485,2022-05-25
Spain,ES,es.wikipedia,3219006,Monkeypox virus,580,2022-05-25
Finland,FI,en.wikipedia,39680623,Monkeypox virus,638,2022-05-25
Finland,FI,fi.wikipedia,1183752,Apinarokko,4626,2022-05-25
France,FR,fr.wikipedia,2104851,Variole du singe,17898,2022-05-25
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,7420,2022-05-25
Hong Kong,HK,zh.wikipedia,39366,猴痘,3449,2022-05-25
India,IN,en.wikipedia,39680623,Monkeypox virus,4921,2022-05-25
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,2732,2022-05-25
Japan,JP,zh.wikipedia,39366,猴痘,620,2022-05-25
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,520,2022-05-25
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,856,2022-05-25
Malaysia,MY,zh.wikipedia,39366,猴痘,1176,2022-05-25
Netherlands,NL,nl.wikipedia,5650540,Apenpokkenvirus,684,2022-05-25
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,1096,2022-05-25
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1064,2022-05-25
Poland,PL,pl.wikipedia,1844932,Ospa małpia,2774,2022-05-25
Sweden,SE,sv.wikipedia,8149005,Apkoppsvirus,514,2022-05-25
Singapore,SG,zh.wikipedia,39366,猴痘,466,2022-05-25
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,1629,2022-05-25
Taiwan,TW,zh.wikipedia,39366,猴痘,14286,2022-05-25
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,3142,2022-05-25
United States of America,US,en.wikipedia,39680623,Monkeypox virus,4997,2022-05-25
United States of America,US,fr.wikipedia,2104851,Variole du singe,659,2022-05-25
United States of America,US,ru.wikipedia,2609064,Оспа обезьян,452,2022-05-25
United States of America,US,zh.wikipedia,39366,猴痘,2096,2022-05-25
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,1039,2022-05-25
Belgium,BE,nl.wikipedia,5650264,Apenpokken,593,2022-05-25
Belgium,BE,fr.wikipedia,2104851,Variole du singe,2024,2022-05-25
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,930,2022-05-25
Algeria,DZ,fr.wikipedia,2104851,Variole du singe,648,2022-05-25
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,697,2022-05-25
Estonia,EE,et.wikipedia,630052,Ahvirõuged,567,2022-05-25
Denmark,DK,da.wikipedia,1092033,Abekopper,685,2022-05-25
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,1498,2022-05-25
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,528,2022-05-25
Slovenia,SI,sl.wikipedia,518983,Opičje koze,835,2022-05-25
Canada,CA,zh.wikipedia,39366,猴痘,464,2022-05-26
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1220,2022-05-26
Canada,CA,fr.wikipedia,2104851,Variole du singe,3073,2022-05-26
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,1971,2022-05-26
Spain,ES,es.wikipedia,3219006,Monkeypox virus,502,2022-05-26
France,FR,fr.wikipedia,2104851,Variole du singe,15332,2022-05-26
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,5892,2022-05-26
Hong Kong,HK,zh.wikipedia,39366,猴痘,2388,2022-05-26
India,IN,en.wikipedia,39680623,Monkeypox virus,4289,2022-05-26
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,2172,2022-05-26
Japan,JP,zh.wikipedia,39366,猴痘,477,2022-05-26
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,526,2022-05-26
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,981,2022-05-26
Malaysia,MY,zh.wikipedia,39366,猴痘,1472,2022-05-26
Netherlands,NL,nl.wikipedia,5650264,Apenpokken,651,2022-05-26
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,862,2022-05-26
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1351,2022-05-26
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,565,2022-05-26
Taiwan,TW,zh.wikipedia,39366,猴痘,9015,2022-05-26
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,988,2022-05-26
United States of America,US,en.wikipedia,39680623,Monkeypox virus,4152,2022-05-26
United States of America,US,fr.wikipedia,2104851,Variole du singe,463,2022-05-26
United States of America,US,zh.wikipedia,39366,猴痘,1522,2022-05-26
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,813,2022-05-26
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,536,2022-05-26
Finland,FI,fi.wikipedia,1183752,Apinarokko,2195,2022-05-26
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,721,2022-05-26
Belgium,BE,fr.wikipedia,2104851,Variole du singe,1733,2022-05-26
Denmark,DK,da.wikipedia,1092033,Abekopper,568,2022-05-26
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,662,2022-05-26
Canada,CA,en.wikipedia,39680623,Monkeypox virus,974,2022-05-27
Canada,CA,fr.wikipedia,2104851,Variole du singe,2317,2022-05-27
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,776,2022-05-27
Finland,FI,fi.wikipedia,1183752,Apinarokko,1787,2022-05-27
France,FR,fr.wikipedia,2104851,Variole du singe,9459,2022-05-27
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,3447,2022-05-27
Hong Kong,HK,zh.wikipedia,39366,猴痘,1252,2022-05-27
India,IN,en.wikipedia,39680623,Monkeypox virus,3660,2022-05-27
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,2028,2022-05-27
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,876,2022-05-27
Malaysia,MY,zh.wikipedia,39366,猴痘,1268,2022-05-27
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,722,2022-05-27
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1712,2022-05-27
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,606,2022-05-27
Taiwan,TW,zh.wikipedia,39366,猴痘,4821,2022-05-27
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,910,2022-05-27
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2943,2022-05-27
United States of America,US,zh.wikipedia,39366,猴痘,928,2022-05-27
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,659,2022-05-27
Belgium,BE,fr.wikipedia,2104851,Variole du singe,1019,2022-05-27
Switzerland,CH,fr.wikipedia,2104851,Variole du singe,666,2022-05-27
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,523,2022-05-27
Greece,GR,el.wikipedia,790589,Ευλογιά των πιθήκων,539,2022-05-27
Australia,AU,en.wikipedia,242702,Monkeypox,802,2022-05-28
Belgium,BE,fr.wikipedia,2104851,Variole du singe,1160,2022-05-28
Canada,CA,en.wikipedia,242702,Monkeypox,4422,2022-05-28
Canada,CA,en.wikipedia,39680623,Monkeypox virus,627,2022-05-28
Canada,CA,fr.wikipedia,2104851,Variole du singe,1014,2022-05-28
Germany,DE,en.wikipedia,242702,Monkeypox,855,2022-05-28
France,FR,fr.wikipedia,2104851,Variole du singe,9341,2022-05-28
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2947,2022-05-28
United Kingdom,GB,en.wikipedia,242702,Monkeypox,7807,2022-05-28
Hong Kong,HK,zh.wikipedia,39366,猴痘,1199,2022-05-28
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,651,2022-05-28
Ireland,IE,en.wikipedia,242702,Monkeypox,501,2022-05-28
India,IN,en.wikipedia,39680623,Monkeypox virus,3938,2022-05-28
India,IN,en.wikipedia,242702,Monkeypox,2471,2022-05-28
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,1452,2022-05-28
Mexico,MX,en.wikipedia,242702,Monkeypox,468,2022-05-28
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,571,2022-05-28
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,636,2022-05-28
Malaysia,MY,zh.wikipedia,39366,猴痘,738,2022-05-28
Malaysia,MY,en.wikipedia,242702,Monkeypox,532,2022-05-28
Philippines,PH,en.wikipedia,242702,Monkeypox,456,2022-05-28
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,628,2022-05-28
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1351,2022-05-28
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,701,2022-05-28
Taiwan,TW,zh.wikipedia,39366,猴痘,3372,2022-05-28
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,875,2022-05-28
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2160,2022-05-28
United States of America,US,zh.wikipedia,39366,猴痘,961,2022-05-28
United States of America,US,en.wikipedia,242702,Monkeypox,13342,2022-05-28
South Africa,ZA,en.wikipedia,242702,Monkeypox,914,2022-05-28
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,668,2022-05-28
Finland,FI,fi.wikipedia,1183752,Apinarokko,915,2022-05-28
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,681,2022-05-28
Australia,AU,en.wikipedia,242702,Monkeypox,650,2022-05-29
Belgium,BE,fr.wikipedia,2104851,Variole du singe,996,2022-05-29
Canada,CA,en.wikipedia,242702,Monkeypox,3369,2022-05-29
Canada,CA,fr.wikipedia,2104851,Variole du singe,794,2022-05-29
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,584,2022-05-29
Germany,DE,en.wikipedia,242702,Monkeypox,746,2022-05-29
France,FR,fr.wikipedia,2104851,Variole du singe,17629,2022-05-29
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1686,2022-05-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,5779,2022-05-29
Hong Kong,HK,zh.wikipedia,39366,猴痘,871,2022-05-29
India,IN,en.wikipedia,39680623,Monkeypox virus,2467,2022-05-29
India,IN,en.wikipedia,242702,Monkeypox,2759,2022-05-29
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,1215,2022-05-29
Mexico,MX,es.wikipedia,90956,Viruela símica,1163,2022-05-29
Mexico,MX,es.wikipedia,3219006,Monkeypox virus,542,2022-05-29
Malaysia,MY,zh.wikipedia,39366,猴痘,552,2022-05-29
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1005,2022-05-29
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,789,2022-05-29
Taiwan,TW,zh.wikipedia,39366,猴痘,2713,2022-05-29
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,608,2022-05-29
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1455,2022-05-29
United States of America,US,zh.wikipedia,39366,猴痘,959,2022-05-29
United States of America,US,en.wikipedia,242702,Monkeypox,9663,2022-05-29
South Africa,ZA,en.wikipedia,242702,Monkeypox,604,2022-05-29
Finland,FI,fi.wikipedia,1183752,Apinarokko,578,2022-05-29
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,586,2022-05-29
Australia,AU,en.wikipedia,242702,Monkeypox,572,2022-05-30
Belgium,BE,fr.wikipedia,2104851,Variole du singe,854,2022-05-30
Canada,CA,en.wikipedia,242702,Monkeypox,3309,2022-05-30
Canada,CA,fr.wikipedia,2104851,Variole du singe,595,2022-05-30
Czech Republic,CZ,cs.wikipedia,1760457,Opičí neštovice,501,2022-05-30
Germany,DE,en.wikipedia,242702,Monkeypox,922,2022-05-30
France,FR,fr.wikipedia,2104851,Variole du singe,8710,2022-05-30
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2325,2022-05-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,6648,2022-05-30
Hong Kong,HK,zh.wikipedia,39366,猴痘,722,2022-05-30
India,IN,en.wikipedia,39680623,Monkeypox virus,1798,2022-05-30
India,IN,en.wikipedia,242702,Monkeypox,2248,2022-05-30
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,992,2022-05-30
Malaysia,MY,zh.wikipedia,39366,猴痘,488,2022-05-30
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,471,2022-05-30
Poland,PL,pl.wikipedia,1844932,Ospa małpia,946,2022-05-30
Taiwan,TW,zh.wikipedia,39366,猴痘,2849,2022-05-30
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,1163,2022-05-30
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1289,2022-05-30
United States of America,US,zh.wikipedia,39366,猴痘,567,2022-05-30
United States of America,US,en.wikipedia,242702,Monkeypox,9079,2022-05-30
South Africa,ZA,en.wikipedia,242702,Monkeypox,546,2022-05-30
Finland,FI,fi.wikipedia,1183752,Apinarokko,471,2022-05-30
Australia,AU,en.wikipedia,242702,Monkeypox,570,2022-05-31
Canada,CA,en.wikipedia,242702,Monkeypox,2707,2022-05-31
Canada,CA,fr.wikipedia,2104851,Variole du singe,462,2022-05-31
Germany,DE,en.wikipedia,242702,Monkeypox,783,2022-05-31
France,FR,fr.wikipedia,2104851,Variole du singe,5151,2022-05-31
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2013,2022-05-31
United Kingdom,GB,en.wikipedia,242702,Monkeypox,6158,2022-05-31
India,IN,en.wikipedia,39680623,Monkeypox virus,2538,2022-05-31
India,IN,en.wikipedia,242702,Monkeypox,2240,2022-05-31
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,1038,2022-05-31
Mexico,MX,es.wikipedia,90956,Viruela símica,561,2022-05-31
Malaysia,MY,zh.wikipedia,39366,猴痘,857,2022-05-31
Poland,PL,pl.wikipedia,1844932,Ospa małpia,930,2022-05-31
Taiwan,TW,zh.wikipedia,39366,猴痘,1958,2022-05-31
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,1202,2022-05-31
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1390,2022-05-31
United States of America,US,en.wikipedia,242702,Monkeypox,10424,2022-05-31
South Africa,ZA,en.wikipedia,242702,Monkeypox,506,2022-05-31
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,2097,2022-05-31
Belgium,BE,fr.wikipedia,2104851,Variole du singe,647,2022-05-31
Australia,AU,en.wikipedia,242702,Monkeypox,571,2022-06-01
Canada,CA,en.wikipedia,242702,Monkeypox,2725,2022-06-01
Germany,DE,en.wikipedia,242702,Monkeypox,668,2022-06-01
France,FR,fr.wikipedia,2104851,Variole du singe,3500,2022-06-01
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1140,2022-06-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,4383,2022-06-01
Hong Kong,HK,zh.wikipedia,39366,猴痘,1830,2022-06-01
India,IN,en.wikipedia,39680623,Monkeypox virus,1933,2022-06-01
India,IN,en.wikipedia,242702,Monkeypox,1926,2022-06-01
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,628,2022-06-01
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1130,2022-06-01
Taiwan,TW,zh.wikipedia,39366,猴痘,1185,2022-06-01
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,931,2022-06-01
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1409,2022-06-01
United States of America,US,en.wikipedia,242702,Monkeypox,8593,2022-06-01
Finland,FI,fi.wikipedia,1183752,Apinarokko,545,2022-06-01
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,1474,2022-06-01
Belgium,BE,fr.wikipedia,2104851,Variole du singe,788,2022-06-01
Australia,AU,en.wikipedia,242702,Monkeypox,677,2022-06-02
Canada,CA,en.wikipedia,242702,Monkeypox,2386,2022-06-02
Canada,CA,fr.wikipedia,2104851,Variole du singe,542,2022-06-02
Germany,DE,en.wikipedia,242702,Monkeypox,711,2022-06-02
France,FR,fr.wikipedia,2104851,Variole du singe,4836,2022-06-02
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,507,2022-06-02
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3368,2022-06-02
Hong Kong,HK,zh.wikipedia,39366,猴痘,1625,2022-06-02
India,IN,en.wikipedia,39680623,Monkeypox virus,1185,2022-06-02
India,IN,en.wikipedia,242702,Monkeypox,1340,2022-06-02
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,455,2022-06-02
Poland,PL,pl.wikipedia,1844932,Ospa małpia,975,2022-06-02
Taiwan,TW,zh.wikipedia,39366,猴痘,2542,2022-06-02
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,627,2022-06-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1292,2022-06-02
United States of America,US,zh.wikipedia,39366,猴痘,494,2022-06-02
United States of America,US,en.wikipedia,242702,Monkeypox,7382,2022-06-02
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,796,2022-06-02
Finland,FI,fi.wikipedia,1183752,Apinarokko,582,2022-06-02
Australia,AU,en.wikipedia,242702,Monkeypox,776,2022-06-03
Canada,CA,en.wikipedia,242702,Monkeypox,3098,2022-06-03
Canada,CA,fr.wikipedia,2104851,Variole du singe,660,2022-06-03
Germany,DE,en.wikipedia,242702,Monkeypox,506,2022-06-03
France,FR,fr.wikipedia,2104851,Variole du singe,2831,2022-06-03
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,479,2022-06-03
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2662,2022-06-03
Hong Kong,HK,zh.wikipedia,39366,猴痘,726,2022-06-03
India,IN,en.wikipedia,39680623,Monkeypox virus,794,2022-06-03
India,IN,en.wikipedia,242702,Monkeypox,1045,2022-06-03
Malaysia,MY,zh.wikipedia,39366,猴痘,467,2022-06-03
Poland,PL,pl.wikipedia,1844932,Ospa małpia,658,2022-06-03
Taiwan,TW,zh.wikipedia,39366,猴痘,1428,2022-06-03
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,465,2022-06-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1266,2022-06-03
United States of America,US,en.wikipedia,242702,Monkeypox,9900,2022-06-03
Latvia,LV,ru.wikipedia,2609064,Оспа обезьян,792,2022-06-03
Australia,AU,en.wikipedia,242702,Monkeypox,544,2022-06-04
Canada,CA,en.wikipedia,242702,Monkeypox,2964,2022-06-04
France,FR,fr.wikipedia,2104851,Variole du singe,2168,2022-06-04
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2408,2022-06-04
Hong Kong,HK,zh.wikipedia,39366,猴痘,765,2022-06-04
India,IN,en.wikipedia,39680623,Monkeypox virus,1330,2022-06-04
