country_long,iso2,project,page_title,date,pageviews
United States of America,US,en.wikipedia,Sepsis,2022-10-21,2409
United States of America,US,en.wikipedia,Shingles,2022-10-21,655
United States of America,US,en.wikipedia,Smallpox,2022-10-21,1610
United States of America,US,en.wikipedia,Virus,2022-10-21,903
United States of America,US,en.wikipedia,Wart,2022-10-21,504
United States of America,US,en.wikipedia,World Health Organization,2022-10-21,761
United States of America,US,en.wikipedia,Scabies,2022-10-22,816
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-23,710
United States of America,US,en.wikipedia,Diarrhea,2022-10-23,608
United States of America,US,en.wikipedia,Encephalitis,2022-10-23,549
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-23,463
United States of America,US,en.wikipedia,Index case,2022-10-23,2057
United States of America,US,en.wikipedia,Infection,2022-10-23,713
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-10-23,539
United States of America,US,en.wikipedia,Myocarditis,2022-10-23,1117
United States of America,US,en.wikipedia,Scabies,2022-10-23,819
United States of America,US,en.wikipedia,Sepsis,2022-10-23,3020
United States of America,US,en.wikipedia,Shingles,2022-10-23,637
United States of America,US,en.wikipedia,Smallpox,2022-10-23,1217
United States of America,US,en.wikipedia,Virus,2022-10-23,777
United States of America,US,en.wikipedia,World Health Organization,2022-10-23,997
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-24,916
United States of America,US,en.wikipedia,Diarrhea,2022-10-24,664
United States of America,US,en.wikipedia,Encephalitis,2022-10-24,568
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-24,553
United States of America,US,en.wikipedia,Index case,2022-10-24,1170
United States of America,US,en.wikipedia,Infection,2022-10-24,1772
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-10-24,484
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-10-24,617
United States of America,US,en.wikipedia,Myocarditis,2022-10-24,1002
United States of America,US,en.wikipedia,Scabies,2022-10-24,1013
United States of America,US,en.wikipedia,Sepsis,2022-10-24,2878
United States of America,US,en.wikipedia,Shingles,2022-10-24,681
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-24,508
United States of America,US,en.wikipedia,Skin condition,2022-10-24,524
United States of America,US,en.wikipedia,Smallpox,2022-10-24,2074
United States of America,US,en.wikipedia,Virus,2022-10-24,1129
United States of America,US,en.wikipedia,Wart,2022-10-24,534
United States of America,US,en.wikipedia,World Health Organization,2022-10-24,768
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-25,917
United States of America,US,en.wikipedia,Diarrhea,2022-10-25,566
United States of America,US,en.wikipedia,Encephalitis,2022-10-25,460
United States of America,US,en.wikipedia,Fever,2022-10-25,512
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-25,495
United States of America,US,en.wikipedia,Index case,2022-10-25,1059
United States of America,US,en.wikipedia,Infection,2022-10-25,1923
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-10-25,631
United States of America,US,en.wikipedia,Myocarditis,2022-10-25,1133
United States of America,US,en.wikipedia,Scabies,2022-10-25,861
United States of America,US,en.wikipedia,Sepsis,2022-10-25,2532
United States of America,US,en.wikipedia,Shingles,2022-10-25,622
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-25,558
United States of America,US,en.wikipedia,Skin condition,2022-10-25,495
United States of America,US,en.wikipedia,Smallpox,2022-10-25,2409
United States of America,US,en.wikipedia,Virus,2022-10-25,1407
United States of America,US,en.wikipedia,Wart,2022-10-25,571
United States of America,US,en.wikipedia,World Health Organization,2022-10-25,1018
United States of America,US,en.wikipedia,Alastrim,2022-10-26,3726
United States of America,US,en.wikipedia,Chickenpox,2022-10-26,554
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-26,763
United States of America,US,en.wikipedia,Diarrhea,2022-10-26,629
United States of America,US,en.wikipedia,Encephalitis,2022-10-26,569
United States of America,US,en.wikipedia,Fever,2022-10-26,452
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-26,667
United States of America,US,en.wikipedia,Index case,2022-10-26,834
United States of America,US,en.wikipedia,Infection,2022-10-26,703
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-10-26,638
United States of America,US,en.wikipedia,Myocarditis,2022-10-26,1342
United States of America,US,en.wikipedia,Scabies,2022-10-26,805
United States of America,US,en.wikipedia,Sepsis,2022-10-26,2370
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-26,499
United States of America,US,en.wikipedia,Skin condition,2022-10-26,518
United States of America,US,en.wikipedia,Smallpox vaccine,2022-10-26,470
United States of America,US,en.wikipedia,Virus,2022-10-26,1341
United States of America,US,en.wikipedia,Wart,2022-10-26,489
United States of America,US,en.wikipedia,World Health Organization,2022-10-26,1081
United States of America,US,en.wikipedia,Clade,2022-10-27,450
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-27,758
United States of America,US,en.wikipedia,Diarrhea,2022-10-27,667
United States of America,US,en.wikipedia,Encephalitis,2022-10-27,556
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-27,580
United States of America,US,en.wikipedia,Index case,2022-10-27,726
United States of America,US,en.wikipedia,Infection,2022-10-27,656
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-10-27,587
United States of America,US,en.wikipedia,Myocarditis,2022-10-27,1231
United States of America,US,en.wikipedia,Scabies,2022-10-27,871
United States of America,US,en.wikipedia,Sepsis,2022-10-27,2236
United States of America,US,en.wikipedia,Shingles,2022-10-27,812
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-27,501
United States of America,US,en.wikipedia,Skin condition,2022-10-27,528
United States of America,US,en.wikipedia,Smallpox,2022-10-27,1224
United States of America,US,en.wikipedia,Virus,2022-10-27,1366
United States of America,US,en.wikipedia,Wart,2022-10-27,531
United States of America,US,en.wikipedia,World Health Organization,2022-10-27,913
United States of America,US,en.wikipedia,Clade,2022-10-28,485
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-28,585
United States of America,US,en.wikipedia,Diarrhea,2022-10-28,583
United States of America,US,en.wikipedia,Encephalitis,2022-10-28,550
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-28,601
United States of America,US,en.wikipedia,Index case,2022-10-28,632
United States of America,US,en.wikipedia,Infection,2022-10-28,687
United States of America,US,en.wikipedia,Myocarditis,2022-10-28,895
United States of America,US,en.wikipedia,Scabies,2022-10-28,908
United States of America,US,en.wikipedia,Sepsis,2022-10-28,2079
United States of America,US,en.wikipedia,Shingles,2022-10-28,740
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-28,515
United States of America,US,en.wikipedia,Smallpox,2022-10-28,1131
United States of America,US,en.wikipedia,Virus,2022-10-28,1199
United States of America,US,en.wikipedia,Wart,2022-10-28,468
United States of America,US,en.wikipedia,World Health Organization,2022-10-28,929
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-29,681
United States of America,US,en.wikipedia,Diarrhea,2022-10-29,511
United States of America,US,en.wikipedia,Encephalitis,2022-10-29,543
United States of America,US,en.wikipedia,Fever,2022-10-29,487
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-29,642
United States of America,US,en.wikipedia,Index case,2022-10-29,1064
United States of America,US,en.wikipedia,Infection,2022-10-29,602
United States of America,US,en.wikipedia,Myocarditis,2022-10-29,1199
United States of America,US,en.wikipedia,Scabies,2022-10-29,766
United States of America,US,en.wikipedia,Sepsis,2022-10-29,2225
United States of America,US,en.wikipedia,Shingles,2022-10-29,666
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-29,508
United States of America,US,en.wikipedia,Smallpox,2022-10-29,1133
United States of America,US,en.wikipedia,Virus,2022-10-29,1104
United States of America,US,en.wikipedia,World Health Organization,2022-10-29,883
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-30,644
United States of America,US,en.wikipedia,Diarrhea,2022-10-30,948
United States of America,US,en.wikipedia,Encephalitis,2022-10-30,511
United States of America,US,en.wikipedia,Fever,2022-10-30,509
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-30,493
United States of America,US,en.wikipedia,Index case,2022-10-30,548
United States of America,US,en.wikipedia,Infection,2022-10-30,665
United States of America,US,en.wikipedia,Myocarditis,2022-10-30,1251
United States of America,US,en.wikipedia,Scabies,2022-10-30,743
United States of America,US,en.wikipedia,Sepsis,2022-10-30,2257
United States of America,US,en.wikipedia,Shingles,2022-10-30,695
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-30,464
United States of America,US,en.wikipedia,Smallpox,2022-10-30,979
United States of America,US,en.wikipedia,Virus,2022-10-30,988
United States of America,US,en.wikipedia,Wart,2022-10-30,508
United States of America,US,en.wikipedia,World Health Organization,2022-10-30,857
United States of America,US,en.wikipedia,Conjunctivitis,2022-10-31,669
United States of America,US,en.wikipedia,Diarrhea,2022-10-31,643
United States of America,US,en.wikipedia,Encephalitis,2022-10-31,623
United States of America,US,en.wikipedia,Herpes simplex virus,2022-10-31,653
United States of America,US,en.wikipedia,Infection,2022-10-31,638
United States of America,US,en.wikipedia,Myocarditis,2022-10-31,899
United States of America,US,en.wikipedia,Scabies,2022-10-31,777
United States of America,US,en.wikipedia,Sepsis,2022-10-31,2234
United States of America,US,en.wikipedia,Shingles,2022-10-31,717
United States of America,US,en.wikipedia,Signs and symptoms,2022-10-31,556
United States of America,US,en.wikipedia,Skin condition,2022-10-31,476
United States of America,US,en.wikipedia,Smallpox,2022-10-31,1170
United States of America,US,en.wikipedia,Virus,2022-10-31,1175
United States of America,US,en.wikipedia,Wart,2022-10-31,476
United States of America,US,en.wikipedia,World Health Organization,2022-10-31,908
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-01,867
United States of America,US,en.wikipedia,Diarrhea,2022-11-01,557
United States of America,US,en.wikipedia,Encephalitis,2022-11-01,505
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-01,543
United States of America,US,en.wikipedia,Infection,2022-11-01,518
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-01,496
United States of America,US,en.wikipedia,Myocarditis,2022-11-01,1006
United States of America,US,en.wikipedia,Scabies,2022-11-01,803
United States of America,US,en.wikipedia,Sepsis,2022-11-01,1928
United States of America,US,en.wikipedia,Shingles,2022-11-01,649
United States of America,US,en.wikipedia,Smallpox,2022-11-01,1025
United States of America,US,en.wikipedia,Virus,2022-11-01,1080
United States of America,US,en.wikipedia,World Health Organization,2022-11-01,982
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-02,687
United States of America,US,en.wikipedia,Diarrhea,2022-11-02,643
United States of America,US,en.wikipedia,Encephalitis,2022-11-02,513
United States of America,US,en.wikipedia,Fever,2022-11-02,504
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-02,625
United States of America,US,en.wikipedia,Index case,2022-11-02,1563
United States of America,US,en.wikipedia,Infection,2022-11-02,720
United States of America,US,en.wikipedia,Myocarditis,2022-11-02,1334
United States of America,US,en.wikipedia,Scabies,2022-11-02,929
United States of America,US,en.wikipedia,Sepsis,2022-11-02,2308
United States of America,US,en.wikipedia,Shingles,2022-11-02,706
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-02,495
United States of America,US,en.wikipedia,Smallpox,2022-11-02,1111
United States of America,US,en.wikipedia,Virus,2022-11-02,1291
United States of America,US,en.wikipedia,Wart,2022-11-02,505
United States of America,US,en.wikipedia,World Health Organization,2022-11-02,867
United States of America,US,en.wikipedia,Clade,2022-11-03,493
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-03,826
United States of America,US,en.wikipedia,Diarrhea,2022-11-03,692
United States of America,US,en.wikipedia,Encephalitis,2022-11-03,700
United States of America,US,en.wikipedia,Fever,2022-11-03,597
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-03,767
United States of America,US,en.wikipedia,Index case,2022-11-03,582
United States of America,US,en.wikipedia,Infection,2022-11-03,691
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-03,637
United States of America,US,en.wikipedia,Myocarditis,2022-11-03,1394
United States of America,US,en.wikipedia,Scabies,2022-11-03,927
United States of America,US,en.wikipedia,Sepsis,2022-11-03,2344
United States of America,US,en.wikipedia,Shingles,2022-11-03,700
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-03,581
United States of America,US,en.wikipedia,Smallpox,2022-11-03,1147
United States of America,US,en.wikipedia,Virus,2022-11-03,1282
United States of America,US,en.wikipedia,Wart,2022-11-03,563
United States of America,US,en.wikipedia,World Health Organization,2022-11-03,1005
United States of America,US,en.wikipedia,Clade,2022-11-04,455
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-04,791
United States of America,US,en.wikipedia,Diarrhea,2022-11-04,673
United States of America,US,en.wikipedia,Encephalitis,2022-11-04,979
United States of America,US,en.wikipedia,Fever,2022-11-04,519
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-04,701
United States of America,US,en.wikipedia,Infection,2022-11-04,720
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-04,777
United States of America,US,en.wikipedia,Myocarditis,2022-11-04,1193
United States of America,US,en.wikipedia,Scabies,2022-11-04,901
United States of America,US,en.wikipedia,Sepsis,2022-11-04,2344
United States of America,US,en.wikipedia,Shingles,2022-11-04,812
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-04,459
United States of America,US,en.wikipedia,Skin condition,2022-11-04,517
United States of America,US,en.wikipedia,Smallpox,2022-11-04,1014
United States of America,US,en.wikipedia,Virus,2022-11-04,1161
United States of America,US,en.wikipedia,Wart,2022-11-04,498
United States of America,US,en.wikipedia,World Health Organization,2022-11-04,986
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-05,775
United States of America,US,en.wikipedia,Diarrhea,2022-11-05,755
United States of America,US,en.wikipedia,Encephalitis,2022-11-05,803
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-05,586
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-05,680
United States of America,US,en.wikipedia,Myocarditis,2022-11-05,1434
United States of America,US,en.wikipedia,Scabies,2022-11-05,733
United States of America,US,en.wikipedia,Sepsis,2022-11-05,2165
United States of America,US,en.wikipedia,Shingles,2022-11-05,730
United States of America,US,en.wikipedia,Smallpox,2022-11-05,1087
United States of America,US,en.wikipedia,Virus,2022-11-05,1022
United States of America,US,en.wikipedia,Wart,2022-11-05,574
United States of America,US,en.wikipedia,World Health Organization,2022-11-05,769
United States of America,US,en.wikipedia,Chickenpox,2022-11-06,527
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-06,692
United States of America,US,en.wikipedia,Diarrhea,2022-11-06,611
United States of America,US,en.wikipedia,Encephalitis,2022-11-06,844
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-06,533
United States of America,US,en.wikipedia,Infection,2022-11-06,552
United States of America,US,en.wikipedia,Myocarditis,2022-11-06,1276
United States of America,US,en.wikipedia,Scabies,2022-11-06,725
United States of America,US,en.wikipedia,Sepsis,2022-11-06,2313
United States of America,US,en.wikipedia,Shingles,2022-11-06,853
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-06,450
United States of America,US,en.wikipedia,Skin condition,2022-11-06,526
United States of America,US,en.wikipedia,Smallpox,2022-11-06,1159
United States of America,US,en.wikipedia,Virus,2022-11-06,1140
United States of America,US,en.wikipedia,Wart,2022-11-06,463
United States of America,US,en.wikipedia,World Health Organization,2022-11-06,645
United States of America,US,en.wikipedia,Chickenpox,2022-11-07,462
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-07,908
United States of America,US,en.wikipedia,Diarrhea,2022-11-07,628
United States of America,US,en.wikipedia,Encephalitis,2022-11-07,920
United States of America,US,en.wikipedia,Fever,2022-11-07,562
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-07,532
United States of America,US,en.wikipedia,Index case,2022-11-07,549
United States of America,US,en.wikipedia,Infection,2022-11-07,712
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-07,581
United States of America,US,en.wikipedia,Myocarditis,2022-11-07,1235
United States of America,US,en.wikipedia,Scabies,2022-11-07,865
United States of America,US,en.wikipedia,Sepsis,2022-11-07,2257
United States of America,US,en.wikipedia,Shingles,2022-11-07,821
United States of America,US,en.wikipedia,Skin condition,2022-11-07,484
United States of America,US,en.wikipedia,Smallpox,2022-11-07,1345
United States of America,US,en.wikipedia,Virus,2022-11-07,1176
United States of America,US,en.wikipedia,Wart,2022-11-07,554
United States of America,US,en.wikipedia,World Health Organization,2022-11-07,920
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-08,771
United States of America,US,en.wikipedia,Diarrhea,2022-11-08,574
United States of America,US,en.wikipedia,Encephalitis,2022-11-08,817
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-08,537
United States of America,US,en.wikipedia,Infection,2022-11-08,727
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-11-08,497
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-08,583
United States of America,US,en.wikipedia,Myocarditis,2022-11-08,1550
United States of America,US,en.wikipedia,Scabies,2022-11-08,930
United States of America,US,en.wikipedia,Sepsis,2022-11-08,2390
United States of America,US,en.wikipedia,Shingles,2022-11-08,718
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-08,501
United States of America,US,en.wikipedia,Skin condition,2022-11-08,565
United States of America,US,en.wikipedia,Smallpox,2022-11-08,1030
United States of America,US,en.wikipedia,Virus,2022-11-08,1162
United States of America,US,en.wikipedia,World Health Organization,2022-11-08,928
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-09,905
United States of America,US,en.wikipedia,Diarrhea,2022-11-09,627
United States of America,US,en.wikipedia,Encephalitis,2022-11-09,844
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-09,679
United States of America,US,en.wikipedia,Infection,2022-11-09,722
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-09,733
United States of America,US,en.wikipedia,Myocarditis,2022-11-09,999
United States of America,US,en.wikipedia,Scabies,2022-11-09,863
United States of America,US,en.wikipedia,Sepsis,2022-11-09,2606
United States of America,US,en.wikipedia,Shingles,2022-11-09,627
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-09,479
United States of America,US,en.wikipedia,Smallpox,2022-11-09,857
United States of America,US,en.wikipedia,Virus,2022-11-09,994
United States of America,US,en.wikipedia,World Health Organization,2022-11-09,938
United States of America,US,en.wikipedia,Chickenpox,2022-11-10,469
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-10,714
United States of America,US,en.wikipedia,Diarrhea,2022-11-10,686
United States of America,US,en.wikipedia,Encephalitis,2022-11-10,727
United States of America,US,en.wikipedia,Fever,2022-11-10,481
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-10,542
United States of America,US,en.wikipedia,Infection,2022-11-10,702
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-11-10,458
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-10,825
United States of America,US,en.wikipedia,Myocarditis,2022-11-10,966
United States of America,US,en.wikipedia,Scabies,2022-11-10,925
United States of America,US,en.wikipedia,Sepsis,2022-11-10,2757
United States of America,US,en.wikipedia,Shingles,2022-11-10,845
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-10,539
United States of America,US,en.wikipedia,Smallpox,2022-11-10,1006
United States of America,US,en.wikipedia,Virus,2022-11-10,1063
United States of America,US,en.wikipedia,Wart,2022-11-10,502
United States of America,US,en.wikipedia,World Health Organization,2022-11-10,784
United States of America,US,en.wikipedia,Chickenpox,2022-11-11,509
United States of America,US,en.wikipedia,Clade,2022-11-11,468
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-11,802
United States of America,US,en.wikipedia,Cowpox,2022-11-11,669
United States of America,US,en.wikipedia,Diarrhea,2022-11-11,671
United States of America,US,en.wikipedia,Encephalitis,2022-11-11,748
United States of America,US,en.wikipedia,Fever,2022-11-11,542
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-11,548
United States of America,US,en.wikipedia,Infection,2022-11-11,565
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-11-11,450
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-11,961
United States of America,US,en.wikipedia,Myocarditis,2022-11-11,1030
United States of America,US,en.wikipedia,Scabies,2022-11-11,910
United States of America,US,en.wikipedia,Sepsis,2022-11-11,2612
United States of America,US,en.wikipedia,Shingles,2022-11-11,828
United States of America,US,en.wikipedia,Skin condition,2022-11-11,450
United States of America,US,en.wikipedia,Smallpox,2022-11-11,943
United States of America,US,en.wikipedia,Virus,2022-11-11,940
United States of America,US,en.wikipedia,Wart,2022-11-11,458
United States of America,US,en.wikipedia,World Health Organization,2022-11-11,743
United States of America,US,en.wikipedia,Clade,2022-11-12,453
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-12,773
United States of America,US,en.wikipedia,Cowpox,2022-11-12,1981
United States of America,US,en.wikipedia,Diarrhea,2022-11-12,650
United States of America,US,en.wikipedia,Encephalitis,2022-11-12,667
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-12,625
United States of America,US,en.wikipedia,Index case,2022-11-12,478
United States of America,US,en.wikipedia,Infection,2022-11-12,641
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-12,854
United States of America,US,en.wikipedia,Myocarditis,2022-11-12,1512
United States of America,US,en.wikipedia,Scabies,2022-11-12,823
United States of America,US,en.wikipedia,Sepsis,2022-11-12,2347
United States of America,US,en.wikipedia,Shingles,2022-11-12,691
United States of America,US,en.wikipedia,Skin condition,2022-11-12,500
United States of America,US,en.wikipedia,Smallpox,2022-11-12,882
United States of America,US,en.wikipedia,Virus,2022-11-12,978
United States of America,US,en.wikipedia,Wart,2022-11-12,487
United States of America,US,en.wikipedia,World Health Organization,2022-11-12,717
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-13,842
United States of America,US,en.wikipedia,Cowpox,2022-11-13,2252
United States of America,US,en.wikipedia,Diarrhea,2022-11-13,559
United States of America,US,en.wikipedia,Encephalitis,2022-11-13,621
United States of America,US,en.wikipedia,Index case,2022-11-13,474
United States of America,US,en.wikipedia,Infection,2022-11-13,674
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-13,810
United States of America,US,en.wikipedia,Myocarditis,2022-11-13,1704
United States of America,US,en.wikipedia,Scabies,2022-11-13,760
United States of America,US,en.wikipedia,Sepsis,2022-11-13,2396
United States of America,US,en.wikipedia,Shingles,2022-11-13,794
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-13,471
United States of America,US,en.wikipedia,Smallpox,2022-11-13,1044
United States of America,US,en.wikipedia,Virus,2022-11-13,924
United States of America,US,en.wikipedia,World Health Organization,2022-11-13,742
United States of America,US,en.wikipedia,Chickenpox,2022-11-14,514
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-14,923
United States of America,US,en.wikipedia,Cowpox,2022-11-14,1359
United States of America,US,en.wikipedia,Diarrhea,2022-11-14,832
United States of America,US,en.wikipedia,Encephalitis,2022-11-14,575
United States of America,US,en.wikipedia,Fatigue,2022-11-14,489
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-14,631
United States of America,US,en.wikipedia,Index case,2022-11-14,568
United States of America,US,en.wikipedia,Infection,2022-11-14,771
United States of America,US,en.wikipedia,Lymphadenopathy,2022-11-14,538
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-14,784
United States of America,US,en.wikipedia,Myocarditis,2022-11-14,1805
United States of America,US,en.wikipedia,Scabies,2022-11-14,763
United States of America,US,en.wikipedia,Sepsis,2022-11-14,2095
United States of America,US,en.wikipedia,Shingles,2022-11-14,833
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-14,624
United States of America,US,en.wikipedia,Skin condition,2022-11-14,574
United States of America,US,en.wikipedia,Smallpox,2022-11-14,1197
United States of America,US,en.wikipedia,Virus,2022-11-14,1182
United States of America,US,en.wikipedia,World Health Organization,2022-11-14,1024
United States of America,US,en.wikipedia,Clade,2022-11-15,488
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-15,583
United States of America,US,en.wikipedia,Cowpox,2022-11-15,1176
United States of America,US,en.wikipedia,Diarrhea,2022-11-15,519
United States of America,US,en.wikipedia,Encephalitis,2022-11-15,517
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-15,678
United States of America,US,en.wikipedia,Infection,2022-11-15,708
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-15,611
United States of America,US,en.wikipedia,Myocarditis,2022-11-15,1049
United States of America,US,en.wikipedia,Scabies,2022-11-15,672
United States of America,US,en.wikipedia,Sepsis,2022-11-15,1606
United States of America,US,en.wikipedia,Shingles,2022-11-15,697
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-15,489
United States of America,US,en.wikipedia,Smallpox,2022-11-15,1522
United States of America,US,en.wikipedia,Virus,2022-11-15,1209
United States of America,US,en.wikipedia,World Health Organization,2022-11-15,1293
United States of America,US,en.wikipedia,Chickenpox,2022-11-16,455
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-16,877
United States of America,US,en.wikipedia,Cowpox,2022-11-16,1219
United States of America,US,en.wikipedia,Diarrhea,2022-11-16,627
United States of America,US,en.wikipedia,Encephalitis,2022-11-16,569
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-16,648
United States of America,US,en.wikipedia,Infection,2022-11-16,658
United States of America,US,en.wikipedia,Itch,2022-11-16,787
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-16,694
United States of America,US,en.wikipedia,Myocarditis,2022-11-16,1807
United States of America,US,en.wikipedia,Scabies,2022-11-16,1031
United States of America,US,en.wikipedia,Sepsis,2022-11-16,2393
United States of America,US,en.wikipedia,Shingles,2022-11-16,739
United States of America,US,en.wikipedia,Signs and symptoms,2022-11-16,516
United States of America,US,en.wikipedia,Skin condition,2022-11-16,490
United States of America,US,en.wikipedia,Smallpox,2022-11-16,1195
United States of America,US,en.wikipedia,Virus,2022-11-16,1101
United States of America,US,en.wikipedia,World Health Organization,2022-11-16,939
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-17,845
United States of America,US,en.wikipedia,Cowpox,2022-11-17,1139
United States of America,US,en.wikipedia,Diarrhea,2022-11-17,588
United States of America,US,en.wikipedia,Encephalitis,2022-11-17,539
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-17,497
United States of America,US,en.wikipedia,Infection,2022-11-17,661
United States of America,US,en.wikipedia,Itch,2022-11-17,503
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-11-17,784
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-17,808
United States of America,US,en.wikipedia,Myocarditis,2022-11-17,1809
United States of America,US,en.wikipedia,Scabies,2022-11-17,939
United States of America,US,en.wikipedia,Sepsis,2022-11-17,2517
United States of America,US,en.wikipedia,Shingles,2022-11-17,644
United States of America,US,en.wikipedia,Smallpox,2022-11-17,2127
United States of America,US,en.wikipedia,Virus,2022-11-17,1063
United States of America,US,en.wikipedia,Wart,2022-11-17,482
United States of America,US,en.wikipedia,World Health Organization,2022-11-17,912
United States of America,US,en.wikipedia,Conjunctivitis,2022-11-18,849
United States of America,US,en.wikipedia,Cowpox,2022-11-18,1081
United States of America,US,en.wikipedia,Diarrhea,2022-11-18,582
United States of America,US,en.wikipedia,Encephalitis,2022-11-18,596
United States of America,US,en.wikipedia,Herpes simplex virus,2022-11-18,602
United States of America,US,en.wikipedia,Index case,2022-11-18,607
United States of America,US,en.wikipedia,Infection,2022-11-18,571
United States of America,US,en.wikipedia,Kaposi's sarcoma,2022-11-18,903
United States of America,US,en.wikipedia,Monkeypox/Monkeypox virus,2022-11-18,663
United States of America,US,en.wikipedia,Myocarditis,2022-11-18,1302
